tags|intent
try###B-action it###O in###O black###B-attribute and###I-attribute white###I-attribute feels###B-intent classic###I-intent to###I-intent me###I-intent|adjust
deepen###B-action the###I-intent white###B-attribute on###I-intent the###I-intent hat###I-mask that###I-intent is###I-intent the###I-intent first###I-intent thing###I-intent that###I-intent jumps###I-intent out###I-intent on###I-intent the###I-intent picture###I-intent when###I-intent it###I-intent should###I-intent have###I-intent a###I-intent different###I-intent focus###I-intent|adjust
the###B-mask boat###I-mask should###I-intent be###I-intent the###B-mask focus###I-intent dark###B-attribute the###B-mask boat###I-mask and###O lighten###B-attribute the###B-mask water###I-mask|adjust
find###B-action clarity###B-attribute in###I-mask the###I-mask faces###I-mask of###I-mask the###I-mask boys###I-mask where###I-mask the###I-mask background###I-mask is###I-mask in###I-mask fact###I-mask the###I-mask background###I-mask|adjust
crop###I-value the###I-value photo###I-value using###B-value the###I-value rule###I-value of###I-value thirds###I-value do###B-value not###I-value crop###I-value reflections###I-value on###I-value lower###I-value half###I-value of###I-value photo###I-value reduce###I-value amount###I-value of###I-value negative###I-value space###I-value in###I-value the###I-value top###I-value third###I-value of###I-value photo###I-value|crop
increase###B-action blue###B-attribute to###B-intent make###I-intent the###I-intent water###I-intent seem###I-intent cleaner###I-intent|adjust
increase###B-action color###B-attribute contrast###I-attribute|adjust
brighten###B-action whites###B-attribute especially###B-mask boy###I-mask s###I-mask shirt###I-mask|adjust
increase###B-action skin###B-mask tone###I-mask contrast###B-attribute to###B-intent make###I-intent figures###I-intent stand###I-intent out###I-intent from###I-intent background###I-intent|adjust
put###B-action a###B-mask paddle###I-mask in###B-mask the###I-mask boy###I-mask wearing###I-mask white###I-mask s###I-mask hand###I-mask|add
cut###B-action off###I-action water###B-mask behind###I-mask man###I-mask to###O show###O land###B-dstobject|replace
add###B-action trees###B-mask to###O land###B-mask|add
add###B-action huts###B-mask to###O land###B-mask|add
make###B-action trees###B-mask green###B-attribute|adjust
please###O change###B-action the###I-mask lettering###I-mask on###I-mask the###I-mask man\###I-mask s###I-mask cap###I-mask to###O read###O fishing###B-dstobject|replace
please###O raise###B-action the###I-mask arms###I-mask of###I-mask the###I-mask boy###I-mask in###O the###I-mask back###I-mask of###I-mask the###I-mask boat###I-mask|transform
can###B-comment you###I-comment make###I-comment the###I-comment hull###I-comment of###I-comment the###I-comment boat###I-comment appear###I-comment to###I-comment be###I-comment dry###I-comment|comment
would###O you###O add###B-action a###B-mask motor###I-mask to###O the###I-mask back###I-mask of###I-mask the###I-mask boat###I-mask|add
give###O the###I-mask boat###I-mask a###I-mask captain###I-mask who###I-mask is###I-mask a###I-mask midget###I-mask and###O add###B-action him###O to###O the###I-mask back###I-mask of###I-mask the###I-mask boat###I-mask|add
make###B-action the###B-mask water###I-mask blue###B-attribute|adjust
sharpen###B-attribute image###B-mask|adjust
increase###B-action contrast###B-attribute|adjust
increase###B-action saturation###B-attribute|adjust
apply###B-action a###O blur###B-attribute to###O the###B-mask background###I-mask|apply
zoom###B-action in###B-value|zoom
taken###B-comment a###I-comment lighter###I-comment part###I-comment of###I-comment the###I-comment day###I-comment|comment
focus###B-attribute on###O the###B-mask bridge###I-mask|adjust
or###O focus###B-attribute on###O the###I-mask tree###I-mask to###I-mask the###I-mask right###I-mask of###I-mask the###I-mask bridge###I-mask|adjust
focus###B-attribute on###B-value the###B-mask boat###I-mask|adjust
add###B-action more###I-intent color###B-attribute to###B-intent the###I-intent sky###I-mask to###B-intent make###I-intent the###I-intent picture###I-intent more###I-intent interesting###I-intent|adjust
the###B-intent picture###I-intent is###I-intent a###I-intent little###I-intent grain###I-intent make###B-action it###O less###B-value grainy###B-attribute|adjust
the###I-mask reflection###I-mask on###I-mask the###I-mask water###I-mask is###O too###O dark###O make###B-action it###O brighter###B-attribute|adjust
make###O the###B-mask houses###I-mask pop###O more###B-action with###O more###B-action color###B-attribute|adjust
brighten###B-attribute the###B-mask picture###I-mask a###B-value little###I-value|adjust
crop###B-action the###I-mask top###I-mask of###I-mask the###I-mask image###I-mask|crop
crop###B-action the###I-mask bottom###I-mask of###I-mask the###I-mask image###I-mask|crop
you###B-intent want###I-intent anything###I-intent that###I-intent is###I-intent brick###I-intent or###I-intent rock###I-intent to###I-intent stand###I-intent out###I-intent because###I-intent its###I-intent older###I-intent and###I-intent more###I-intent classic###I-intent contrast###B-attribute those###O building###B-mask structures###I-mask again###I-mask the###I-mask water###I-mask|adjust
crop###B-action to###O nearly###B-mask the###I-mask bridge###I-mask on###I-mask the###I-mask left###I-mask|crop
crop###B-action to###B-mask the###I-mask trees###I-mask on###I-mask the###I-mask right###I-mask just###I-mask before###I-mask the###I-mask red###I-mask brick###I-mask building###I-mask|crop
make###B-action the###B-mask sky###I-mask more###B-value blue###B-attribute|adjust
make###B-action the###B-mask water###I-mask more###B-value blue###B-attribute|adjust
increase###B-action the###O whites###B-attribute|adjust
increase###B-action the###O contrast###B-attribute|adjust
increase###B-action the###O saturation###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment dark###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
make###B-action the###B-mask childs###I-mask balloons###I-mask green###B-attribute and###O one###O yellow###B-attribute|adjust
please###O remove###B-action trashcan###B-mask from###B-mask foreground###I-mask|delete
please###O darken###B-action color###B-attribute of###B-mask street###I-mask|adjust
far###B-mask right###I-mask please###O remove###B-action vehicle###B-mask|delete
far###B-mask right###I-mask photo###I-mask in###I-mask shop###I-mask windows###I-mask please###O place###B-action an###O attractive###B-mask open###I-mask sign###I-mask|add
make###B-action the###O image###B-mask brighter###B-attribute|adjust
increase###B-action the###B-mask clarity###B-attribute of###O the###B-mask image###I-mask|adjust
choose###B-comment a###I-comment subject###I-comment to###I-comment focus###I-comment|comment
choose###B-action light###B-attribute source###I-attribute angle###I-attribute|adjust
none###B-comment|comment
decrease###B-action blurriness###B-attribute|adjust
increase###B-action saturation###B-attribute|adjust
increase###B-action contrast###B-attribute|adjust
remove###B-action trash###B-mask can###I-mask on###B-mask the###I-mask right###I-mask|delete
remove###B-action the###I-mask car###I-mask on###B-mask the###I-mask right###I-mask|delete
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
adjust###B-action the###I-mask contrast###B-attribute so###O the###I-mask upper###B-mask part###I-mask of###I-mask the###I-mask buildings###I-mask are###O more###O defined###O|adjust
make###B-action the###I-mask plants###I-mask in###I-mask the###I-mask balcony###I-mask a###O brighter###B-value shade###I-value of###O green###B-attribute|adjust
blur###B-attribute out###B-value the###I-mask license###I-mask plate###I-mask on###I-mask the###I-mask car###I-mask|adjust
darken###B-attribute the###B-mask road###I-mask a###B-value bit###I-value|adjust
remove###B-action the###I-mask glare###I-mask from###O the###I-mask back###I-mask window###I-mask of###I-mask the###I-mask car###I-mask|delete
make###B-action the###I-intent image###I-mask sharper###B-attribute for###B-intent the###I-intent bus###I-intent seems###I-intent to###I-intent have###I-intent low###I-intent resolution###I-intent|adjust
add###B-action more###O color###B-attribute to###B-mask the###I-mask top###I-mask of###I-mask the###I-mask photograph###I-mask specifically###I-mask the###I-mask white###I-mask buildings###I-mask it###B-intent seems###I-intent bland###I-intent|adjust
recenter###B-action the###I-action picture###I-action there###I-action is###I-action nothing###I-action that###I-action really###I-action grabs###I-action attention###I-action find###I-action something###I-action as###I-action a###I-action centerpiece###I-action|other
i###O can###O t###O read###O the###B-mask words###O on###O the###B-mask building###I-mask signs###I-mask make###B-action it###O more###B-value clear###B-attribute|adjust
either###O add###B-action more###B-mask people###I-mask or###O crop###B-action out###B-value the###B-mask one###I-mask unattractive###I-mask guy###I-mask|crop
more###B-comment full###I-comment view###I-comment|comment
less###B-action vehicles###B-mask|delete
angle###B-comment from###I-comment the###I-comment right###I-comment|comment
angle###B-comment from###I-comment the###I-comment left###I-comment|comment
day###B-comment time###I-comment|comment
the###I-comment image###I-comment doesn###I-comment t###I-comment give###I-comment a###I-comment particular###I-comment focal###I-comment point###I-comment give###I-comment the###I-comment image###I-comment a###I-comment butter###I-comment focal###I-comment point###I-comment in###I-comment where###I-comment you###I-comment want###I-comment the###I-comment focus###I-comment of###I-comment the###I-comment image###I-comment to###I-comment be###I-comment set###I-comment on###I-comment|comment
the###B-comment image###I-comment has###I-comment to###I-comment much###I-comment noise###I-comment|comment
the###B-mask image###I-mask is###I-intent almost###I-intent to###I-intent bright###I-intent soften###B-action the###B-mask lighting###B-attribute of###O the###B-mask image###I-mask|adjust
the###B-comment image###I-comment needs###I-comment to###I-comment be###I-comment balanced###I-comment|comment
the###B-comment image###I-comment needs###I-comment to###I-comment be###I-comment centered###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
make###B-action the###B-mask text###I-mask more###B-value defined###B-attribute|adjust
make###B-action the###B-mask photo###I-mask black###B-attribute and###I-attribute white###I-attribute to###B-intent show###I-intent drama###I-intent|adjust
accent###B-action the###I-mask colors###B-attribute in###B-mask the###I-mask photo###I-mask|adjust
blur###B-attribute the###O people###B-mask|adjust
use###B-action a###B-attribute fisheye###I-attribute effect###I-attribute|apply
crop###B-action the###I-mask bottom###I-mask until###I-mask you###I-mask get###I-mask to###I-mask the###I-mask guys###I-mask shoes###I-mask|crop
sharpen###B-attribute the###B-mask image###I-mask and###I-attribute make###B-action it###O black###B-attribute and###I-attribute white###I-attribute|adjust
crop###B-action the###I-mask left###I-mask hand###I-mask side###I-mask up###I-mask until###I-mask the###I-mask brown###I-mask sign###I-mask|crop
erase###B-action eliminate###I-action the###I-mask people###I-mask walking###I-mask on###I-mask the###I-mask left###I-mask hand###I-mask side###I-mask and###O also###O the###I-mask half###I-mask naked###I-mask mannequin###I-mask in###I-mask the###I-mask bazar###I-mask store###I-mask window###I-mask|delete
eliminate###B-action the###I-mask empty###I-mask sign###I-mask holder###I-mask next###B-mask to###I-mask the###I-mask se###I-mask alquilan###I-mask sign###I-mask|delete
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment dark###I-comment|comment
the###B-mask photo###I-mask contrast###B-attribute needs###O to###O be###O less###B-value|adjust
add###B-action a###O warm###B-value hue###B-attribute|adjust
crop###B-action the###B-mask image###I-mask|crop
apply###B-action a###O blur###B-attribute to###B-mask the###I-mask background###I-mask|apply
increase###B-action the###B-attribute saturation###I-attribute|adjust
increase###B-action the###B-attribute contrast###I-attribute|adjust
reduce###B-action shadows###B-attribute|adjust
brighten###B-attribute entire###B-mask photo###I-mask|adjust
make###B-intent dark###I-intent colors###I-intent darker###I-intent and###I-intent bright###I-intent colors###I-intent brighter###I-intent increase###B-action contrast###B-attribute|adjust
reduce###B-action blur###B-attribute in###B-mask man###I-mask|adjust
make###B-action the###B-mask road###I-mask darker###B-attribute|adjust
would###B-comment you###I-comment translate###I-comment the###I-comment shop###I-comment signs###I-comment to###I-comment english###I-comment|comment
if###O you###O look###O at###O the###I-mask middle###I-mask of###I-mask the###I-mask ground###I-mask you###O will###O see###O white###B-mask splotches###I-mask would###O you###O remove###B-action those###O|delete
would###O you###O also###O remove###B-action the###I-mask green###B-mask on###O the###I-mask bottom###I-mask of###I-mask the###I-mask building###I-mask to###I-mask the###I-mask right###I-mask|delete
above###B-mask the###I-mask man###I-mask scratching###I-mask the###I-mask side###I-mask of###I-mask his###I-mask face###I-mask is###O some###O text###B-mask on###I-mask the###I-mask wall###I-mask would###O you###O delete###B-action that###O|delete
would###O you###O tone###B-action down###B-value the###I-mask brightness###B-attribute in###O the###I-mask background###I-mask of###I-mask the###I-mask image###I-mask|adjust
make###B-action it###O easier###B-value to###B-intent read###I-intent the###B-mask farthest###I-mask sign###I-mask|adjust
clear###B-action up###O some###B-mask of###I-mask the###B-mask dirt###I-mask grime###I-mask on###O the###B-mask street###I-mask|delete
remove###B-action the###I-mask man###I-mask by###I-mask the###I-mask archway###I-mask|delete
remove###B-action glare###B-mask from###O the###I-mask windows###I-mask over###I-mask the###I-mask arch###I-mask|delete
make###B-action street###B-mask seen###I-mask through###I-mask archway###I-mask less###B-value white###B-attribute bright###I-attribute|adjust
crop###B-action the###B-mask image###I-mask|crop
darken###B-attribute the###B-mask background###I-mask|adjust
lighten###B-attribute the###B-mask foreground###I-mask|adjust
increase###B-action saturation###B-attribute|adjust
increase###B-action contrast###B-attribute|adjust
the###B-mask highlights###B-attribute in###O the###B-mask archway###I-mask are###O blown###O out###O bring###B-action down###B-value the###B-mask highlights###B-attribute a###B-value bit###I-value|adjust
add###B-action more###B-value contrast###B-attribute to###O the###B-mask photo###I-mask so###B-intent it###I-intent s###I-intent less###I-intent flat###I-intent|adjust
sharpen###B-attribute the###I-intent photo###I-mask a###B-value bit###I-intent so###B-intent the###I-intent words###I-intent and###I-intent people###I-intent are###I-intent bit###I-intent sharper###I-intent|adjust
increase###B-action the###I-mask saturation###B-attribute especially###B-mask for###I-mask the###I-mask red###I-mask wall###I-mask|adjust
crop###B-action the###B-mask photo###O tighter###B-value crop###B-action at###B-value least###I-value 10###I-value off###I-value the###B-mask bottom###I-mask and###O just###B-value a###I-value tiny###I-value bit###I-value off###I-value the###B-mask right###I-mask|crop
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment dark###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
add###B-action more###B-mask trees###I-mask branches###I-mask leaves###I-mask to###O cover###O the###I-mask roof###I-mask of###I-mask the###I-mask second###I-mask yellow###I-mask building###I-mask|add
clear###O pic###B-mask up###O its###O too###O blurry###B-attribute in###O some###O areas###O too###O sharp###B-attribute in###O others###O|adjust
remove###B-action truck###B-mask driving###I-mask down###I-mask street###I-mask|delete
remove###B-action some###B-value of###I-value the###I-mask cars###B-mask parked###I-mask along###I-mask the###I-mask street###I-mask|delete
remove###B-action the###B-mask parking###I-mask sign###I-mask|delete
increase###B-action clarity###B-attribute|adjust
increase###B-action contrast###B-attribute|adjust
crop###B-action the###B-mask image###I-mask|crop
remove###B-action the###I-mask truck###I-mask on###I-mask the###I-mask left###I-mask|delete
darken###B-attribute the###B-mask sky###I-mask|adjust
the###I-comment glare###I-comment off###I-comment the###I-comment lights###I-comment make###I-comment the###I-comment image###I-comment blurry###I-comment|comment
the###B-mask image###I-mask has###I-intent a###I-intent lot###I-intent of###I-intent noise###B-attribute reduce###B-action the###B-mask noise###B-attribute in###O the###B-mask image###I-mask|adjust
the###I-comment color###I-comment of###I-comment the###I-comment image###I-comment appears###I-comment to###I-comment be###I-comment a###I-comment redish###I-comment tint###I-comment the###I-comment color###I-comment needs###I-comment to###I-comment be###I-comment a###I-comment sharper###I-comment color###I-comment|comment
the###B-mask focal###B-attribute point###I-attribute should###O be###O more###O focusedpoint###O more###O upwards###B-value on###O the###B-mask image###I-mask|adjust
the###B-comment image###I-comment needs###I-comment to###I-comment be###I-comment more###I-comment balanced###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
crop###B-action the###B-mask image###I-mask|crop
white###B-attribute balance###I-attribute|adjust
lighten###B-attribute the###B-mask background###I-mask|adjust
blur###B-attribute the###B-mask background###I-mask|adjust
reduce###B-action the###B-mask glare###B-attribute of###O the###B-mask lights###I-mask|adjust
make###B-action the###B-mask headlight###I-mask reflections###I-mask not###B-value so###I-value bright###B-attribute|adjust
the###I-comment brown###I-comment in###I-comment the###I-comment signs###I-comment is###I-comment too###I-comment dark###I-comment|comment
the###I-comment lettering###I-comment on###I-comment the###I-comment bus###I-comment should###I-comment be###I-comment better###I-comment able###I-comment to###I-comment read###I-comment|comment
the###I-mask green###B-mask light###I-mask in###I-mask the###I-mask background###I-mask should###O be###O brighter###B-attribute|adjust
the###I-mask light###B-mask on###I-mask the###I-mask top###I-mask of###I-mask the###I-mask bus###I-mask shoulder###B-action be###O less###B-value bright###B-attribute|adjust
crop###B-action tighter###B-value to###B-intent remove###I-intent the###I-intent display###I-intent items###I-intent in###I-intent the###I-intent back###I-intent|crop
decrease###B-action the###B-mask yellow###B-attribute tint###I-attribute over###O the###B-mask whole###I-mask image###I-mask (###B-intent adjust###I-intent for###I-intent display###I-intent lighting###I-intent )###I-intent|adjust
photo###B-intent is###I-intent slightly###I-intent blurry###I-intent sharpen###B-attribute to###B-intent improve###I-intent edges###I-intent of###I-intent desserts###I-intent|adjust
increase###B-action contrast###B-attribute|adjust
brighten###B-action or###O intensive###O the###O berries###B-mask colored###I-mask frosting###I-mask (###B-attribute red###I-attribute pink###I-attribute )###I-attribute|adjust
different###B-comment angle###I-comment perhaps###I-comment lowered###I-comment and###I-comment more###I-comment centered###I-comment so###I-comment left###I-comment edge###I-comment isn###I-comment t###I-comment cropped###I-comment|comment
colors###B-intent are###I-intent flat###I-intent so###O better###O lighting###O or###O editing###B-action for###O higher###B-value contrast###B-attribute might###O help###O|adjust
image###I-comment is###I-comment a###I-comment little###I-comment grainy###I-comment provide###I-comment higher###I-comment quality###I-comment image###I-comment or###I-comment only###I-comment use###I-comment in###I-comment a###I-comment smaller###I-comment size###I-comment|comment
make###B-comment pricing###I-comment labels###I-comment readable###I-comment by###I-comment photographing###I-comment closer###I-comment or###I-comment with###I-comment higher###I-comment quality###I-comment image###I-comment|comment
consider###B-comment photographing###I-comment items###I-comment individually###I-comment depending###I-comment on###I-comment the###I-comment purpose###I-comment of###I-comment the###I-comment photo###I-comment|comment
rotate###B-action clockwise###B-value to###B-intent straighten###I-intent all###I-intent desserts###I-intent in###I-intent perspective###I-intent|rotate
crop###B-action the###I-intent photo###I-mask so###B-intent that###I-intent the###I-intent donuts###I-intent in###I-intent the###I-intent rear###I-intent right###I-intent are###I-intent removed###I-intent|crop
zoom###B-action in###B-value slightly###I-value on###O the###B-mask cakes###I-mask|zoom
brighten###B-attribute photo###B-mask|adjust
adjust###B-action contrast###B-attribute to###B-intent darken###I-intent chocolate###I-intent|adjust
remove###B-action the###I-mask reflection###B-mask in###O the###I-mask back###I-mask left###I-mask of###I-mask the###I-mask picture###I-mask|delete
remove###B-action the###I-mask glare###B-mask from###O the###I-mask front###I-mask center###I-mask of###I-mask the###I-mask picture###I-mask|delete
sharpen###B-action the###B-intent focus###I-intent the###B-intent picture###I-intent seems###I-intent a###I-intent little###I-intent out###I-intent of###I-intent focus###I-intent|adjust
crop###B-action the###B-mask picture###I-mask to###O remove###O the###B-mask tray###O and###O other###O objects###O from###O the###B-mask back###I-mask right###I-mask|crop
zoom###B-action in###B-value to###B-intent focus###I-intent the###I-intent picture###I-intent on###I-intent fewer###I-intent objects###I-intent|zoom
there###O is###O a###O white###B-mask squggly###I-mask line###I-mask front###O center###O over###O the###O yellow###O frosted###O cake###O that###O may###O be###O icing###O or###O it###O may###O be###O a###O line###I-mask on###O the###O photo###O if###O it###O s###O a###O line###I-mask on###O the###O picture###O remove###B-action it###O|delete
please###B-comment double###I-comment the###I-comment price###I-comment of###I-comment each###I-comment item###I-comment on###I-comment display###I-comment and###I-comment make###I-comment it###I-comment so###I-comment that###I-comment the###I-comment prices###I-comment are###I-comment clearer###I-comment|comment
please###O add###B-action confetti###B-mask to###O the###I-mask black###I-mask cake###I-mask on###I-mask the###I-mask right###I-mask|add
please###O remove###B-action the###B-mask pastries###B-mask in###I-dstobject the###B-mask background###I-mask and###O replace###O them###O with###O hot###B-dstobject dogs###I-dstobject in###I-dstobject buns###I-dstobject|replace
please###O add###B-action a###I-mask man###B-mask behind###I-mask the###I-mask counter###I-mask who###I-mask is###I-mask reaching###I-mask out###I-mask to###I-mask the###I-mask viewer###I-mask and###I-mask offering###I-mask a###I-mask candied###I-mask apple###I-mask|add
please###B-comment buff###I-comment out###I-comment the###I-comment metal###I-comment at###I-comment the###I-comment bottom###I-comment of###I-comment the###I-comment image###I-comment and###I-comment make###I-comment it###I-comment appear###I-comment unscratched###I-comment|comment
a###B-value bit###I-value more###I-value contract###B-attribute is###O the###I-mask colors###I-mask of###I-mask the###I-mask green###I-mask grass###I-mask and###I-mask trees###I-mask would###O be###O nice###O|adjust
center###B-comment the###I-comment photo###I-comment a###I-comment bit###I-comment more###I-comment on###I-comment the###I-comment path###I-comment|comment
have###B-comment one###I-comment item###I-comment that###I-comment is###I-comment the###I-comment overall###I-comment focus###I-comment of###I-comment the###I-comment photo###I-comment|comment
it###B-intent is###I-intent a###I-intent bit###I-intent out###I-intent of###I-intent focus###I-intent make###B-action the###B-mask image###I-mask sharper###B-attribute|adjust
make###B-action the###B-attribute contrasts###I-attribute stronger###B-value|adjust
add###B-action to###O the###O shadows###B-attribute and###O light###B-attribute|adjust
play###B-value with###I-value the###I-value green###I-value tones###I-value add###B-action some###O color###B-attribute variation###I-attribute|adjust
darken###B-attribute the###I-mask path###I-mask in###I-mask the###I-mask distance###I-mask to###B-intent help###I-intent with###I-intent perspective###I-intent|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action less###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
the###B-mask image###I-mask needs###O more###B-value contrast###B-attribute in###O the###B-mask colors###I-mask|adjust
blur###B-attribute the###B-mask background###I-mask|adjust
increase###B-action the###B-attribute contrast###I-attribute|adjust
increase###B-action the###B-attribute saturation###I-attribute|adjust
increase###B-action the###B-attribute resolution###I-attribute|adjust
darken###B-attribute the###B-mask sky###I-mask|adjust
auto###B-attribute enhance###I-attribute|apply
brighter###B-attribute filter###I-attribute|apply
increase###B-action sharpness###B-attribute|adjust
increase###B-action tint###B-attribute|adjust
increase###B-action saturation###B-attribute|adjust
make###B-action the###I-intent pavement###I-intent all###B-intent the###I-intent same###I-intent texture###I-intent that###B-mask pebbly###I-mask look###I-mask on###B-intent the###I-intent left###I-intent side###I-intent the###I-intent pavement###I-intent has###I-intent some###I-intent defects###I-intent|clone
remove###B-action the###I-mask man###I-mask in###I-mask the###I-mask red###I-mask coat###I-mask sitting###I-mask in###I-mask the###I-mask bus###I-mask shelter###I-mask|delete
enhance###B-action the###B-mask colors###B-attribute of###O the###B-mask bus###I-mask to###B-intent make###I-intent it###I-intent stand###I-intent out###I-intent more###I-intent a###B-value bit###I-value brighter###I-value|adjust
sharpen###B-attribute the###I-intent image###I-intent to###B-intent reduce###I-intent some###I-intent of###I-intent the###I-intent noise###I-intent image###I-intent is###I-intent a###I-intent tad###I-intent blurry###I-intent|adjust
perhaps###O make###B-action the###I-mask building###I-mask and###I-attribute the###I-mask shelter###I-mask a###B-value bit###I-value more###I-value on###O the###I-mask black###B-attribute and###I-attribute white###I-attribute exposure###I-attribute and###I-attribute keep###O the###I-mask bus###O with###O color###O|adjust
for###B-mask background###I-mask building###I-mask with###I-attribute torret###I-mask please###O make###B-action roof###B-mask a###O copper###B-attribute tone###I-attribute with###I-attribute green###I-attribute batine###I-attribute|adjust
atop###B-mask the###I-mask focal###I-mask middle###I-mask lampost###I-mask please###O place###B-action a###O cardinal###B-mask (###I-mask redbird###I-mask )###I-mask|add
along###B-mask the###I-mask rooftop###I-mask of###I-mask foreground###I-mask roof###I-mask ledge###I-mask please###O add###B-action pigeons###B-mask|add
please###O deepen###B-action the###B-mask shade###O of###O blue###B-attribute for###O the###B-mask sky###I-mask|adjust
right###B-mask side###I-mask of###I-mask photo###I-mask first###I-mask complete###I-mask upper###I-mask window###I-mask of###I-mask terminal###I-mask between###I-mask edge###I-mask and###I-mask man###I-mask inside###I-mask terminal###I-mask please###O add###B-action a###O public###B-mask awareness###I-mask poster###I-mask facing###I-mask toward###I-mask the###I-mask sidewalk###I-mask|add
please###O move###B-action the###I-intent bus###I-intent back###B-destination so###B-intent that###I-intent the###I-intent middle###I-intent rooftop###I-intent doesn###I-intent t###I-intent look###I-intent like###I-intent a###I-intent cap###I-intent on###I-intent top###I-intent of###I-intent the###I-intent bus###I-intent|move
make###B-action the###B-mask street###I-mask lamps###I-mask a###I-intent little###I-intent darker###B-attribute so###B-intent you###I-intent can###I-intent notice###I-intent them###I-intent a###I-intent little###I-intent more###I-intent|adjust
sharpen###B-attribute the###I-mask statue###I-mask on###I-mask top###I-mask of###I-mask the###I-mask roof###I-mask (###I-mask upper###I-mask right###I-mask )###I-mask|adjust
edit###B-action out###I-action the###I-mask roof###I-mask right###I-mask on###I-mask top###I-mask of###I-mask the###I-mask bus###I-mask to###B-intent make###I-intent it###I-intent look###I-intent more###I-intent symetrical###I-intent|delete
if###O possible###O take###B-action some###B-value of###I-value the###I-mask shine###B-mask (###I-mask glare###I-mask )###I-mask off###O of###I-value the###I-mask road###I-mask the###I-mask bus###I-mask is###I-mask on###I-mask|delete
fill###B-action in###I-action the###B-mask whole###I-mask on###I-mask the###B-mask road###I-mask on###I-mask the###B-mask lower###I-mask left###I-mask corner###I-mask|replace
lighten###B-attribute the###B-mask bus###I-mask|adjust
darken###B-attribute the###B-mask street###I-mask|adjust
increase###B-action contrast###B-attribute|adjust
increase###B-action saturation###B-attribute|adjust
remove###B-action dirt###B-mask on###I-mask street###I-mask|delete
make###B-action the###I-intent sky###I-mask more###B-value blue###B-attribute so###B-intent the###I-intent image###I-intent lokos###I-intent interesting###I-intent|adjust
not###B-intent much###I-intent is###I-intent happening###I-intent at###I-intent this###I-intent distance###I-intent the###I-intent image###I-mask needs###O to###B-intent be###O cropped###B-action to###B-intent bring###I-intent the###I-intent people###I-intent more###I-intent closer###I-intent|crop
the###B-intent trees###I-intent are###I-intent grainy###B-attribute make###B-action them###O less###B-value grainy###B-attribute|adjust
make###B-action the###B-mask green###B-attribute is###O the###B-mask tree###I-mask more###B-value greener###I-value|adjust
make###B-action the###I-intent tree###I-mask in###I-mask the###I-intent front###I-mask with###I-mask the###I-intent darker###I-mask leaves###I-mask more###B-value colorful###B-attribute so###B-intent it###I-intent brings###I-intent some###I-intent texture###I-intent to###I-intent the###I-intent picture###I-intent|adjust
make###B-action the###B-mask sky###I-mask darker###B-value blue###B-attribute|adjust
make###B-action the###B-mask pavement###I-mask darker###B-value black###B-attribute less###B-intent dirty###I-intent|adjust
brighten###B-attribute the###B-mask photo###I-mask|adjust
